Zak;SQM;Vacant
860116540;727,895;1
860116640;710,36;0
860116740;727,685;0
860117744;1037;1
860141644;1259,985;0
860150844;583,1;0
860157244;1265,9;1
860161344;505,74;0
860162844;1029,41;0
860164344;405,625;0
860166544;591,69;0
860168644;1022,985;0
860173244;675,615;0
860176244;1113,36;0
860182545;669,95;0
860225745;1116,76;0
860225845;1216,88;1
860225945;1506,36;1
860226045;1343,44;0
860226145;1370,01;0
860226245;1237,845;0
860227544;747,32;0
860227644;743,24;0
860231245;1164,075;0
860231345;1050,765;0
860234444;896,83;1
860234544;792,07;0
860234644;782,465;0
860235444;650,73;1
860235544;645,715;0
860235644;604,66;0
860235944;708,35;0
860236445;583,17;0
860236745;811,505;1
860238044;663,725;0
860238144;748,525;0
860239944;703,71;0
860240044;705,495;0
860240144;702,705;0
860242544;399,155;0
860242644;613,635;0
860242744;526,59;1
860243244;710,4;0
860243344;709,88;0
860243444;695,21;0
860244445;2345,88;0
860246044;695,775;0
860246144;692,62;0
860246244;699,1;0
860248744;390,725;0
860248844;622,025;0
860250144;520,7;0
860253445;1105,51;0
860253644;787,465;0
860253744;780,685;0
860253844;788,6;0
860253944;780,7;0
860254044;968,795;1
860254445;1127,155;0
860282045;689,82;0
860282145;730,47;0
860911740;511,95;0
861026046;1772,23;0
861026146;1776,345;0
861027846;1969,245;0
861027946;2005,995;0
861044346;4222,615;0
861044446;4225,275;1
861050146;705,48;0
861050246;703,875;0
861050346;709,39;0
861050946;3928,38;0
861062146;740,925;0
861062246;742,19;0
861062346;791,64;0
861144641;1362,425;0
861144741;1370,315;0
861144841;1586,415;0
861144941;1383,955;0
861145041;1330,185;0
861145141;1343,375;0
861145241;1393,99;1
861147441;2151,335;0
861147541;2150,99;0
861147641;2571,045;1
861151147;1196,7;1
861151247;1119,495;0
861151347;1147,8;0
861151447;1112,405;0
861151547;1116,245;0
861151647;1196,76;0
861151747;1138,71;0
861151847;1138,655;0
861151947;1135,775;0
861152047;1134,79;0
861152947;3786,295;1
861153147;3793,43;0
861276645;3959,222;1
861276745;3890,76;0
862014643;613,79;1
862040843;659,1;1
862056247;278,88;0
862056447;278,88;0
862056747;278,88;2
862056847;278,88;0
862057147;271,42;0
862057447;265,36;0
862057547;265,36;0
862061847;502,675;0
862062047;280,12;0
862067247;278,88;0
862082543;422,705;0
862089147;95,55;0
862089447;94,95;0
862089547;65,47;0
862089647;95,29;0
862089747;65,47;0
862090147;95,29;0
862090247;65,47;0
862090447;95,29;0
862092047;292,065;0
862092147;276,74;0
862092247;266,465;1
862092347;274,95;0
862092547;273,225;0
862092647;290,85;0
862092747;295,9;0
862092847;310,6;0
862097447;56,59;0
862099543;246,3;1
862103147;56,59;0
862103247;56,61;0
862105647;144,86;0
862105747;165,1;0
862105847;165,1;0
862105947;126,8;0
862106047;165,1;0
862106147;165,1;0
862106447;165,1;0
862106547;156,86;0
862106647;165,1;0
862106747;154,98;0
862106847;165,1;0
862107047;160,82;0
862107147;165,1;0
862107247;160,82;0
862107347;160,82;0
862107747;163,22;0
862107847;160,94;0
862107947;152,94;0
862108047;160,94;0
862108147;160,94;0
862108247;160,94;0
862108347;160,94;0
862108447;144,14;0
862108647;160,94;1
862108747;143,93;0
862108847;160,82;0
862109147;144,02;0
862109247;160,82;0
862109447;144,02;0
862109547;160,82;0
862109647;160,82;0
862121343;396,4;0
862159243;752,865;0
862169545;959,36;0
862186243;1290,565;0
862186343;1216,26;0
862230744;820,83;1
862231144;813,15;0
862237643;764,67;0
862237743;524,725;0
862237843;664,53;0
862237943;768,6;0
862238443;495,73;0
862239343;501,46;0
862239443;501,43;0
862239544;1096;0
862239644;1230,715;0
862239744;1250,06;0
862239843;342,745;0
862240243;821,72;0
862240343;691,485;0
862240443;692,865;0
862240543;345,6;0
862240643;585,37;1
862256143;770,73;1
862256743;426,17;0
862256843;367,84;2
862257343;2421,54;0
862257443;2438,615;0
862257543;357,95;1
862259543;383,425;0
862259643;343,07;0
862267743;348,7;0
862269243;2151,02;1
862274543;672,25;1
862277643;1039,895;0
862277743;954,615;0
862277843;959,545;0
862277943;682,975;0
862278145;762,615;0
862278245;704,485;0
862278343;2022,63;0
862278445;808,07;0
862278545;740,255;0
862278645;686,66;0
862278745;761,485;0
862278845;759,16;0
862278945;740,825;0
862279045;690,53;0
862279745;709,205;0
862279845;762,635;1
862279945;754,795;0
862280045;705,265;0
862282645;3853,515;2
862282945;762,91;0
862283045;685,925;0
862283145;709,165;0
862283245;713,735;0
862283345;761,37;0
862292345;1567,285;0
862297243;477,85;0
862874543;664,86;0
862959243;1100,585;0
862961847;500,84;0
862974543;670,065;1
862978345;817,055;0
863016741;558,375;0
863017141;487,5;0
863036541;547,18;0
863036641;442,79;1
863078940;431,72;0
863079340;440,015;0
863119841;380,255;0
863130241;431,535;0
863139541;277,79;0
863142041;1295,775;0
863142141;1303,905;0
863143441;1723,075;0
863143541;1833,55;0
863162547;961,86;1
863162747;1298,39;1
863202141;544,76;0
863203541;517,48;0
863203941;557,43;0
863207146;595,975;0
863207246;593,38;0
863207346;588,29;0
863207446;603,91;0
863207746;600,93;0
863207846;594,61;0
863207946;595,49;0
863208046;606,425;0
863209740;448,975;0
863209840;434,69;1
863209940;449,32;0
863210146;614,595;0
863210246;598,055;0
863210346;598,2;0
863210446;626,205;0
863210546;603,365;0
863210646;592,16;0
863210746;592,86;0
863210846;598,46;0
863215242;287,6;0
863215342;292,46;0
863215442;290,63;0
863217640;292,5;0
863217740;293,24;0
863217840;289,1;0
863217940;293,75;0
863218040;292,1;0
863218140;292;0
863218240;294,995;0
863218340;292,4;1
863218440;290,44;0
863218540;288,56;0
863218640;289,24;0
863218740;288,84;0
863218840;291,18;0
863218940;292;0
863219040;293,43;0
863219140;297,465;0
863219240;290,56;0
863219340;291,94;0
863232043;525,7;0
863232143;344,1;0
863232243;346,235;0
863232343;502,925;0
863232443;343,61;1
863236143;707,65;0
863236243;696,15;0
863236343;698,84;1
863236543;683,56;0
863236643;695,87;0
863238243;691,835;0
863238343;695,385;0
863238743;706,41;0
863238843;699,115;0
863238943;709,69;0
863239043;703,29;0
863239143;704,05;0
863239243;705,105;0
863241741;701,88;0
863241841;793,16;0
863241941;676,35;0
863242041;691,165;0
863246541;672,99;1
863246642;672,71;0
863246742;665,665;0
863246842;663,915;0
863246942;661,11;0
863247042;671,815;0
863247142;677,08;0
863247242;675,825;1
863248440;906,07;0
863248540;893,47;0
863248640;891,05;0
863249040;577,17;0
863249440;595,105;0
863250240;445,135;0
863250340;577,015;2
863251141;671,345;0
863251241;696,335;0
863251341;780,025;0
863251541;800,365;0
863251641;689,915;1
863251741;691,49;0
863251841;667,935;1
863251941;677,17;0
863252041;701,215;0
863252141;683,375;0
863252241;800,95;0
863252341;692,865;0
863252541;674,68;1
863252641;689,635;0
863998241;546,78;0
863998341;548,495;0
863998441;543,41;0
863998541;513,95;0
865007247;485,345;0
865017841;283,97;0
865056640;443,9;0
865072345;333,615;0
865076647;374,025;0
865076747;353,62;0
865078547;369,695;1
865078647;350,7;0
865080047;341,18;1
865080147;351,66;0
865081247;347,095;0
865082147;360,29;0
865086647;256,23;0
865086747;279,59;0
865086847;252,125;0
865091147;303,62;0
865141240;437,56;0
865141540;429,9;0
865161546;397,395;0
865161646;398,05;1
865161746;392,08;0
865161846;394,44;0
865161946;387,85;0
865162046;389,74;0
865165644;390,88;0
865165744;387,56;0
865165844;387,6;0
865165944;393,12;0
865166044;393,75;0
865166144;389,06;0
865166244;395,985;0
865166344;387,675;0
865166444;389,92;0
865176946;372,07;0
865196546;602,015;0
865198246;503,49;0
865198346;527,19;0
865198446;302,41;0
865198546;420,705;0
865198646;363,43;0
865199446;456,79;0
865199546;581,975;0
865199646;212,21;0
865200246;662,77;0
865209442;431,6;0
865209542;424,18;0
865209642;444,05;1
865212042;444,65;0
865212142;425,945;1
865212242;420,01;0
865212542;439,105;0
865212642;448,29;0
865212742;434,98;0
865212842;451,7;0
865212942;443,745;0
865213042;437,095;1
865213142;377,75;0
865213242;461,975;0
865213342;430,025;0
865213442;446,22;0
865213842;443,4;0
865213942;429,125;0
865214042;454,16;0
865214142;425,47;0
865214242;439,405;0
865214342;426,465;0
865215542;296,3;0
865215642;289,68;0
865215742;290,11;1
865215842;289,84;0
865215942;294,72;0
865216042;291,26;0
865216142;294,35;0
865216242;294,75;0
865216342;290,075;0
865216442;295,45;0
865216542;291,53;0
865216642;288,66;0
865216742;295,34;0
865216842;293,515;0
865216942;294,545;0
865217042;293,26;0
865217142;291,31;1
865217242;293,85;0
865217342;310,89;0
865217442;293,51;0
865217542;292,92;0
865225143;330,69;0
865225243;342,63;0
865227742;516,06;0
865227842;338,165;0
865227942;377,745;1
865228042;381,125;0
865228142;332,445;0
865228242;516,9;0
865228342;514,295;0
865228442;342,77;0
865228542;401,55;0
865228642;390,025;0
865228742;396,925;0
865228842;384,61;0
865228942;351,1;0
865229042;523,32;0
865229642;508,06;0
865229742;355,085;0
865229842;392,04;0
865229942;396,815;0
865230042;396,095;0
865230142;403,225;1
865230242;397,125;1
865230342;402,26;0
865230442;334,67;1
865230542;520,26;0
865232542;334,895;0
865232642;336,75;0
865233642;342,67;1
865233742;648,49;1
865236842;634,205;1
865236946;328,48;0
865237046;312,98;0
865237142;808,54;0
865237242;933,26;1
865237342;443,68;0
865237442;447,8;0
865237542;437,34;0
865249542;341,31;1
865249642;330,61;0
865253242;339,745;0
865253342;336,88;0
865286440;1413,03;0
865286540;1263,38;0
865286640;1268,4;2
865289340;1427,575;0
865289440;1429,34;0
865296240;1753,2;0
865296340;1758,12;0
865936942;338,7175;0
865937042;353,28;0
870002649;389,88;0
870002749;284;0
870002849;293,54;2
870002949;287,09;5
870004249;502,025;0
870007149;338,04;0
870007749;181,62;1
870012449;134,73;0
870012949;366,255;1
870013449;355,32;0
870014449;192,04;0
870014549;131,33;1
870014649;159,1;0
870014849;115,48;0
870014949;140,26;0
870015149;123,7;0
870015249;61,56;1
870015349;134,22;0
870015449;123,12;3
870015749;283,13;0
870015849;287,21;0
870015949;279,6;2
870016049;282,15;2
870016949;125,12;0
870017049;61,56;0
870017149;125,51;0
870017550;101,53;0
870018349;355,9;2
870018549;62,71;0
870018749;128,73;0
870018849;351,94;1
870019049;96,6;2
870019649;124,62;1
870019749;178,32;2
870019949;223,78;1
870020749;124,01;1
870020949;71,34;0
870021049;159,61;0
870021249;161,9;1
870021449;127,98;1
870021549;107,62;0
870021649;127,62;0
870021749;350,46;0
870021849;152,6;0
870021949;136,21;0
870022049;121,74;0
870022149;126,82;0
870023149;174,3;0
870023749;148,02;0
870023849;127,6;1
870023949;126,8;2
870025249;161,12;1
870025349;348,53;0
870026449;226,55;2
870026649;367,59;0
870027849;178,93;2
870028049;51,8;0
870028449;54,3;0
870030549;54,3;0
870030649;54,3;0
870031149;54,3;0
870031449;54,3;0
870031849;54,3;1
870032449;52,55;0
870033349;366,41;0
870033949;122,16;1
870034449;134,35;0
870034649;154,14;0
870034749;153,94;0
870034849;178,2;1
870036349;52,55;0
870036749;54,3;0
870037349;210,36;0
870037449;336,81;2
870037549;376,53;2
870038149;379,24;0
870038849;367,93;2
870038949;359,91;2
870039249;341,37;0
870039649;54,3;0
870039749;54,3;0
870039849;54,3;0
870040050;225,24;2
870040349;336,6;1
870040449;545,29;1
870040549;351,695;1
870040649;53,8;0
870040849;52,55;0
870041149;356,92;0
870041749;344,6;0
870041849;322,65;1
870041949;351,84;1
870042049;362,01;0
870042549;262,23;0
870042649;265,29;0
870043149;322,04;0
870043249;290,49;0
870043449;54,21;0
870043649;316,17;1
870045249;54,21;0
870045349;54,21;0
870045449;54,21;1
870045649;54,21;0
870045749;54,21;0
870045949;54,21;0
870046049;54,21;0
870046349;54,21;0
870046549;54,21;0
870046750;754,84;0
870046850;914,34;0
870046950;909,74;0
870047050;914,555;0
870047150;487,485;0
870047250;448,505;0
870047350;449,43;0
870047449;54,21;0
870047549;54,21;0
870047649;54,21;0
870047849;54,21;0
870047949;54,21;0
870048049;54,21;0
870048349;54,21;1
870048448;442,99;0
870048549;54,21;0
870048749;54,21;0
870048849;54,21;0
870049049;53,75;0
870049149;53,75;0
870049249;53,75;0
870049349;53,75;0
870049449;53,67;0
870049549;54,21;0
870049649;54,21;0
870049749;54,21;0
870049849;54,21;0
870049949;54,21;0
870050049;54,21;0
870050249;54,21;0
870050349;53,75;0
870050449;53,75;0
870050549;53,75;0
870050749;54,21;0
870050849;54,21;0
870051049;54,21;0
870051149;54,21;0
870051249;54,21;0
870051349;54,21;0
870051449;54,21;0
870051549;54,21;0
870051649;54,21;0
870051749;54,21;0
870052049;54,21;0
870052149;54,21;0
870052649;51,71;0
870052749;54,21;0
870052849;54,21;0
870053049;54,21;0
870053149;54,21;0
870053349;54,21;0
870053549;54,21;0
870053649;54,21;0
870053849;54,21;0
870054049;54,21;0
870054249;54,21;0
870054349;54,21;0
870054449;54,21;0
870054649;53,75;0
870054749;54,21;0
870054849;54,21;0
870054949;54,21;0
870055349;54,21;0
870055449;54,21;0
870055649;54,21;0
870055849;54,21;0
870055949;54,21;0
870056049;291,4;1
870056149;288,98;0
870056249;291,07;2
870056349;282,29;1
870056449;274,87;2
870056549;287,065;0
870056649;296,32;1
870056749;287,085;4
870056849;292,69;2
870056949;288,24;1
870057149;54,21;0
870057249;54,21;0
870057549;54,21;0
870057649;54,21;0
870057849;56,71;0
870057949;54,21;0
870058049;301,83;1
870058149;294,54;0
870058449;283;1
870058549;279,6;0
870058649;297,015;0
870058749;292,46;0
870058849;266,82;0
870058949;265,22;0
870059049;269,2;1
870059149;269,9;0
870060749;51,25;0
870060849;51,25;0
870060949;51,25;0
870061049;51,25;0
870062349;634,45;0
870062449;628,43;0
870079549;121,44;0
870079849;175,75;0
870079949;137,29;0
870080049;126,275;2
870080149;121,67;2
870080449;99,58;1
870084148;425,68;0
870084248;453,31;3
870151449;54,3;0
870151549;54,3;0
870151649;54,3;0
870151949;54,3;0
870152149;54,3;0
870152249;54,3;0
870152349;54,3;0
870152549;54,3;0
870153249;54,3;0
870153449;54,3;0
870153749;54,3;0
870153849;54,3;0
870154149;54,3;0
870158449;52,55;0
870158649;52,55;0
870938849;54,3;0
870938949;54,3;0
870946749;54,21;0
870946849;54,21;0
870946949;54,21;0
870947049;54,21;0
870947149;54,21;0
870947349;54,21;0
870948149;54,21;0
870948449;53,71;0
870949349;54,3;0
870949449;54,3;0
870949549;54,3;0
870949649;54,3;0
870949949;54,3;0
870950049;54,3;0
870952851;382,65;0
870952951;393,1;0
870953651;265,585;0
870953751;266,01;0
870953851;249,15;0
870953951;244,9;0
870954051;243,27;0
870954151;262;0
870956049;54,21;0
870956149;54,21;0
870956249;54,21;0
870956349;54,21;0
870956549;54,21;0
870956649;54,21;0
870957849;54,21;0
870958049;54,21;0
870958149;54,21;0
872004650;267,97;0
872007650;269,275;0
872011450;261,51;2
872011750;285,23;0
872015050;251,22;0
872023950;172,96;1
872027450;242,61;0
872027650;248,22;1
872028750;260,44;1
872034350;211,91;1
872035850;209,72;0
872035950;90,1;1
872036250;91,16;0
872037350;167,96;1
872038850;321,23;0
872042550;320,12;0
872046150;321,765;0
872046250;320,34;0
872046350;250,92;1
872046450;243,72;1
872048250;54,1;0
872048550;54,1;0
872048850;54,1;0
872048950;54,1;0
872049050;54,1;0
872049250;54,1;1
872049850;54,1;0
872050550;54,1;0
872050650;54,1;0
872050750;54,1;0
872050950;54,1;0
872051050;51,6;0
872051450;54,1;0
872051550;54,1;0
872051650;54,1;0
872051750;54,1;0
872051850;54,1;0
872052350;54,1;0
872052450;54,1;0
872052550;54,1;1
872052750;54,1;0
872052850;54,1;0
872052950;54,1;0
872053150;54,1;0
872053250;54,1;0
872053450;54,1;0
872053650;54,1;0
872053750;54,1;0
872053850;54,1;0
872053950;54,1;0
872054150;54,1;0
872054450;54,1;1
872054750;54,1;0
872054850;108,2;0
872055350;54,1;0
872055550;108,2;0
872055650;108,2;0
872055750;108,2;0
872055850;108,2;0
872055950;108,2;0
872056050;108,2;0
872056150;108,2;0
872056250;108,2;0
872056450;108,2;0
872056650;108,2;0
872056750;108,2;0
872056850;108,2;0
872057050;54,1;0
872057150;109,9;0
872057250;108,2;0
872057350;108,1;0
872057450;108,2;0
872057550;108,2;0
872057650;108,2;0
872057750;107,7;0
872057850;54,1;0
872058050;108,2;0
872058150;107,94;0
872058250;54,1;0
872058350;108,2;0
872058450;108,2;0
872058550;108,2;0
872058650;108,2;0
872058750;108,2;0
872058850;54,1;0
872058950;108,2;1
872059050;108,2;0
872059150;54,1;1
872059250;108,2;0
872059350;54,1;0
872059450;54,1;0
872059550;108,2;0
872059650;95,9;0
872059850;54,1;0
872059950;54,1;0
872060150;108,2;0
872060850;54,01;0
872061050;108,02;0
872061150;108,02;0
872061250;108,02;0
872061850;105,52;0
872062050;54,01;0
872062150;54,01;0
872062250;54,01;0
872062350;54,01;1
872062450;54,01;0
872062650;54,01;0
872062750;49,44;0
872062850;54,01;0
872062950;54,01;0
872063850;54,01;1
872064050;54,01;0
872064150;54,01;1
872064250;54,01;1
872064450;54,01;0
872064550;51,21;0
872064650;54,01;0
872064750;54,01;0
872064850;54,01;0
872064950;54,01;0
872065250;54,01;0
872065650;311,57;0
872065750;330,4;0
872065850;350,045;0
872065950;365,82;0
872066050;253,58;1
872066550;241,39;1
872066650;272,22;0
872066750;249,81;0
872066850;274,08;0
872066950;271,51;0
872078252;118,5;1
872078652;296,2;0
872946850;249,96;0
872946950;240,08;0
872947050;262,195;0
872947150;262,865;1
872947250;258,275;0
872948450;54,1;0
873003352;496,71;2
873005048;248,7;0
873005248;253,9;1
873012152;157,41;0
873016352;143,875;2
873016852;148,785;1
873016952;156,6;0
873018852;114;0
873024052;718,51;2
873024152;703,93;6
873024652;697,56;8
873024752;613,4;7
873025352;133,36;0
873025452;147,82;0
873030152;322,7;7
873030252;317,7;4
873030352;328,2;5
873030452;314,69;5
873030552;317,5;3
873030652;321,5;4
873030752;272;5
873030852;322;5
873030952;310,5;3
873034652;207,52;1
873034752;199,45;0
873034952;211,73;0
873035052;167,99;0
873035152;189,135;0
873035252;161,88;0
873035352;200,59;2
873035452;209,39;0
873035552;210,73;1
873038650;58;1
873038750;58;0
873038850;58;1
873041250;62,24;0
873041350;62,24;0
873041450;62,24;0
873041550;62,24;0
873041650;62,24;0
873041850;134,78;0
873042350;62,24;0
873042650;57,74;0
873042750;57,74;0
873042850;57,74;0
873043050;62,24;0
873043250;62,24;0
873043350;62,24;0
873043450;62,24;0
873043550;62,24;0
873043750;62,24;0
873044050;62,24;0
873044150;62,24;0
873044250;62,24;0
873044350;60,94;0
873044550;62,24;0
873044650;62,24;0
873044750;62,24;1
873044850;62,04;0
873044950;62,24;0
873045050;62,24;0
873045250;62,24;0
873045450;62,24;0
873045550;62,24;0
873045650;62,24;0
873045750;62,24;0
873045850;62,24;0
873047152;273,675;0
873047252;291,4;1
873047450;52,74;0
873047550;62,24;0
873047650;57,24;0
873047950;62,24;0
873056750;550,655;1
873056850;529,77;0
873056950;501,2;0
873057450;552,58;0
873057550;496,19;0
873057650;560,89;0
873057750;490,715;0
873058650;543,45;1
873059850;541,8;2
873059950;537,2;1
873063152;110,42;1
873063252;110,19;2
873065452;516,79;0
873065852;298,825;0
873066052;277,585;0
873066152;337,82;1
873066252;328,39;0
873066352;295,67;0
873066452;300,35;0
873066552;304,3;0
873066752;322,835;0
873066852;315,555;0
873066952;326,535;0
873067052;292,36;1
873067352;322,065;0
873067452;318,115;0
873067652;325,99;0
873067752;318,745;0
873080252;299,43;1
873080552;268,835;3
873083352;497,81;0
873083652;438,285;0
873085352;110,12;0
873085752;110,12;0
873085852;55,06;0
873086052;110,12;0
873086152;105,12;0
873086252;110,12;0
873090452;55,99;0
873090952;55,99;0
873091252;55,99;0
873091352;55,99;0
873091552;55,99;0
873091652;55,99;0
873092152;55,99;0
873092352;55,99;0
873092552;55,99;0
873092652;55,99;0
873093552;55,99;0
873093652;55,99;0
873094152;55,99;0
873094552;55,99;0
873094852;55,99;0
873095152;55,99;0
873095252;55,99;0
873095352;55,99;0
873095652;55,99;0
873095852;55,99;0
873096052;55,99;0
873096252;55,99;0
873096452;55,99;0
873096752;55,99;0
873096852;55,99;0
873097252;55,99;0
873097852;55,99;0
873098052;55,99;0
873098152;55,99;0
873098252;55,99;0
873098352;55,99;0
873098752;55,99;0
873098852;55,99;0
873111952;485,98;1
873112052;408,135;0
873112152;411,05;0
873112252;474,94;0
873112352;406,805;0
873112452;416,04;0
873112552;479,475;0
873112652;408,05;0
873112752;407;1
873112852;479,675;0
873112952;405,68;0
873113052;403,8;0
873156952;409;0
873157052;407,8;0
873906552;259,38;0
873946150;62,24;0
873946250;62,24;0
873946950;57,74;0
873947250;57,74;0
873948050;62,24;0
873948150;62,21;0
873948650;62,23;0
873949250;62,24;0
873949650;62,24;0
873949850;62,24;0
873950050;62,24;0
873950350;62,24;0
873950450;62,24;0
873950750;62,24;0
873950850;62,24;0
873951050;62,24;0
873951250;62,24;0
873951350;62,24;0
873951450;62,24;0
873951850;62,24;0
873951950;62,24;0
873952050;62,24;0
873952550;62,24;0
873985452;157,51;2
873985552;178,5;0
873985752;172,82;1
873985952;143,4;1
873986052;120,35;0
873986152;151;1
875002848;353,42;0
875003048;342,03;1
875010848;425,11;0
875010948;423,14;0
875011048;425,6;0
875011148;425,39;0
875011248;459,845;0
875011348;439,545;0
875011448;456,05;0
875014548;452,97;1
875014748;434,81;2
875016648;135,56;2
875017048;54,16;0
875017248;54,36;0
875017448;54,36;0
875018048;54,36;0
875018248;55,16;0
875018548;55,16;0
875018648;54,36;0
875018848;144,16;0
875019148;34,66;0
875019648;131,04;1
875021748;157,32;0
875022448;449,45;0
875022648;457,06;0
875023748;98,28;0
875023848;98,28;1
875029048;421,76;1
875029248;446,745;1
875029348;433,66;2
875032548;387,73;1
875032648;439,475;0
875032748;396,415;1
875032848;418,47;0
875032948;441,88;3
875033048;411,45;3
875033148;404,57;1
875033248;440,05;5
875033348;376,628;0
875046748;445,37;3
875046848;417,05;2
875046948;405,335;2
875047048;499,63;6
875047448;406,46;1
875048248;457,85;0
875048348;454,58;0
875048448;484,48;0
875048548;444,01;1
875048648;461,485;2
875048748;477,495;1
875048848;471,345;3
875049648;446,565;6
875049748;300,61;1
875049848;305,01;0
875049948;306,78;0
875050048;307,065;1
875050148;245,89;0
875050248;299,56;2
875051848;371,66;1
875051948;470,65;0
875052048;328,015;2
875052148;313,04;0
875052248;479,63;1
875052348;471,035;1
875052448;452,66;0
875052748;477,805;1
875052848;460,455;0
875052948;474,665;0
875053048;515,895;2
875053148;503,67;1
875053248;501,455;0
875053348;512,525;0
875053448;500,815;0
875053648;337,31;1
875053748;343,7;1
875053848;348,38;0
875053948;328,42;0
875054048;271,8;0
875054148;353,13;0
875054548;334,56;0
875054648;343,085;0
875054748;340,21;0
875054848;359,58;0
875065348;178,19;1
875065548;236,09;2
875065648;174,6;3
875065748;171,84;0
875065848;175,28;1
875065948;415,305;1
875066048;185,95;3
875066248;179,37;1
875066348;135,56;1
875066448;181,75;0
875066648;184,04;2
875066748;186,875;3
875104148;2239,915;0
875154648;51,16;0
875154748;55,18;0
875154948;55,12;0
875155048;117,34;0
875155148;69,25;0
875155348;54,36;0
875155448;55,12;1
875155648;54,76;0
875156048;54,16;0
875156148;54,56;0
875156348;54,56;0
875156848;54,76;0
875162548;61,66;0
875162648;62,2;0
875162848;62,2;0
875174851;382,91;0
875174951;429,27;0
875175048;92,65;1
875176851;285,395;0
875176951;210,695;0
875177051;73,1;0
875177151;267,725;0
875177551;408,14;0
875177651;298,93;0
875177851;181,6;0
875177951;284,26;0
875178151;253,92;0
875178951;269,065;0
875179051;383,26;0
875179151;319,67;0
875179251;299,11;0
875179351;302,51;0
875179451;437,77;0
875179551;314,01;0
875179651;185,23;0
875179751;279,775;0
875179851;172,24;0
875179951;225,15;0
875180051;304,28;0
875180151;212,11;0
875180251;284,19;0
875180351;212,68;0
875180451;282,94;0
875180551;185,06;0
875180651;264,915;0
875180751;296,925;0
875180851;176,92;0
875180951;177,385;0
875916948;50,615;0
875917848;50,975;0
875917948;46,07;0
875947448;50,615;0
880029060;426,94;0
880029160;430,6;0
880029260;409,62;1
880029360;420,015;1
880029460;436,465;0
880029560;429,055;0
880029660;436,555;0
880029760;437,965;0
880029860;426,165;0
880029960;422,91;0
880030060;428,04;0
880030160;441,485;0
880030260;424,965;0
880030360;426,45;1
880030460;410,355;1
880030560;418,35;0
880030660;436,64;0
880030760;424,355;0
880031160;413,01;2
880031260;424,675;0
880031360;430,795;0
880031460;302,675;0
880031560;296,35;0
880031660;294,36;0
880031760;293,39;0
880032660;292,635;1
880032760;289,81;0
880032860;287,03;0
880032960;292,53;0
880033060;292,9;0
880033160;297,315;0
880033260;293,61;0
880033360;293,115;0
880033460;294,78;0
880033560;300,94;0
880033660;296,94;0
880033760;295,39;0
880033860;292,305;0
880033960;296,335;0
880034060;300,765;0
880034160;297,975;0
880034260;294,675;0
880034360;297,95;0
880034460;298,435;0
880034560;293,345;0
880034660;317,205;0
880034760;296,5;0
880034860;298,645;0
880034960;297,875;0
880035060;292,68;1
880035160;294,9;0
880035260;297,6;0
880035360;293,25;1
880035460;291,3;0
880035560;292,8;0
880035660;290,76;0
880035760;291,125;1
880035860;292,42;0
880035960;291,48;0
880036060;293,555;0
880036160;293,025;0
880036260;301,33;0
880036360;303,985;0
880036460;304,22;0
880036560;299,365;0
880037060;308,69;0
880037160;305,775;0
880037260;303,025;0
880037360;303,265;0
880037460;299,435;0
880037560;306,25;0
880037660;303,45;0
880037760;317,075;0
880037860;302,535;1
880037960;299,085;0
880038060;302,4;0
880038160;312,345;0
880038760;682,5;1
880039360;404,64;0
880039460;397,575;0
880039560;401,695;0
880039660;401,4;0
880039760;403,295;0
880039860;402,625;0
880039960;393,34;0
880040060;401,735;1
880040160;1049,455;1
880040260;399,72;0
880040360;395,805;0
880040460;398,58;0
880040560;402;0
880040660;1032,17;0
880040760;387,005;0
880040860;405,195;0
880040960;400,525;0
880041060;420,99;0
880041260;304,75;0
880041360;299,045;0
880041460;298,24;0
880041560;297,325;0
880041760;197,335;0
880041860;249,255;0
880041960;291,14;0
880042060;295,05;0
880042160;293,6;0
880042260;298,2;0
880042360;294,94;0
880042460;309,35;0
880042560;301,155;0
880042660;299,475;0
880042760;310,785;0
880043665;1494,36;1
880043765;1243,21;0
880043865;1502,67;0
880043965;1494,72;0
880044065;1494,26;0
880044165;1525,85;0
880044265;1512,025;0
880044365;1045,55;0
880067160;210,8;0
880067260;875,35;1
881046365;1241,1;1
881046465;1053,535;1
881046565;1068,545;1
881046665;800,185;0
881046765;805,66;1
881046865;1033,48;0
881046965;1016,44;0
881047065;1513,255;0
881047165;1491,065;0
881047265;981,175;0
881047765;1541,61;1
881047865;1522,02;0
881051461;1529,905;0
881051561;1465,75;0
881051661;1227,635;0
881051761;1039,605;0
881051861;981,905;0
881051961;1054,45;1
881052061;1047,835;0
881052161;1019,465;0
881052361;1182,01;2
881052461;1035,545;0
881052561;1028,315;0
881052761;1038,42;0
881052861;1026,89;0
881052961;1029,62;1
881053061;844,935;0
881053161;1195,47;0
881053261;1155,405;0
881053361;1547,25;1
881053461;1450,07;1
881053561;1180,74;0
881053661;1237,72;2
881054361;1017,975;0
881054461;1214,265;0
881054561;1218,47;0
881054661;1192,195;0
881054761;1221,485;1
881054861;1211,945;0
881063065;1264,45;0
881063165;1286,885;0
881063265;1227,42;0
881063565;1323,03;0
881063665;1216,27;1
881063765;1235,165;0
881063865;1021,645;0
881063965;1014,975;0
881065865;1478,78;0
881065965;1536,01;0
881066065;1302,35;0
881066165;1809,09;0
